vi vj e
0 115 1
0 121 1
0 135 1
0 173 1
0 196 1
0 254 1
0 317 1
0 325 1
1 12 1
1 132 1
1 167 1
1 205 1
1 238 1
1 294 1
1 325 1
2 56 1
2 57 1
2 78 1
2 185 1
2 277 1
2 329 1
3 94 1
3 166 1
3 213 1
4 14 1
4 51 1
4 54 1
4 62 1
4 67 1
4 89 1
4 179 1
4 190 1
4 238 1
4 244 1
4 303 1
5 21 1
5 62 1
5 84 1
5 102 1
5 122 1
5 151 1
5 154 1
5 157 1
5 185 1
5 237 1
5 296 1
5 328 1
6 39 1
6 70 1
6 93 1
6 105 1
6 141 1
6 159 1
6 180 1
6 256 1
6 261 1
6 335 1
6 337 1
7 28 1
7 95 1
7 122 1
7 125 1
7 138 1
7 283 1
8 80 1
8 103 1
8 114 1
8 159 1
8 164 1
8 198 1
8 207 1
8 285 1
9 161 1
9 191 1
9 208 1
9 228 1
10 1 1
10 43 1
10 74 1
10 78 1
10 113 1
10 128 1
10 200 1
10 236 1
10 252 1
11 45 1
11 71 1
11 73 1
12 65 1
12 68 1
12 92 1
12 104 1
12 122 1
12 138 1
12 255 1
12 283 1
12 332 1
13 20 1
13 28 1
13 56 1
13 65 1
13 98 1
13 156 1
13 167 1
13 177 1
14 77 1
14 98 1
14 107 1
14 120 1
14 121 1
14 146 1
14 147 1
14 183 1
14 265 1
15 9 1
15 44 1
15 216 1
15 246 1
15 276 1
15 277 1
15 278 1
15 279 1
15 283 1
15 312 1
15 316 1
15 325 1
16 28 1
16 89 1
16 105 1
16 161 1
16 267 1
16 305 1
16 336 1
17 21 1
17 48 1
17 82 1
17 106 1
17 202 1
17 232 1
17 337 1
18 12 1
18 70 1
18 114 1
18 139 1
18 193 1
18 207 1
18 280 1
18 298 1
19 37 1
19 38 1
19 64 1
19 67 1
19 79 1
19 114 1
19 135 1
19 237 1
19 275 1
19 338 1
20 39 1
20 51 1
20 60 1
20 66 1
20 226 1
20 264 1
20 267 1
20 322 1
20 337 1
21 53 1
21 65 1
21 72 1
21 80 1
21 95 1
21 213 1
21 226 1
21 248 1
21 278 1
21 295 1
21 301 1
21 333 1
22 61 1
22 66 1
22 69 1
22 106 1
22 134 1
22 154 1
22 164 1
22 188 1
22 237 1
22 241 1
22 266 1
22 277 1
23 79 1
23 103 1
23 120 1
23 126 1
23 233 1
23 286 1
23 323 1
24 77 1
24 167 1
24 219 1
24 248 1
24 267 1
24 268 1
24 299 1
25 4 1
25 99 1
25 137 1
25 149 1
25 258 1
25 313 1
26 105 1
26 145 1
26 162 1
26 196 1
27 12 1
27 39 1
27 128 1
27 136 1
27 141 1
27 183 1
27 223 1
27 241 1
27 319 1
27 327 1
28 0 1
28 35 1
28 72 1
28 80 1
28 82 1
28 153 1
28 173 1
28 181 1
28 184 1
28 237 1
28 258 1
28 297 1
29 6 1
29 190 1
29 198 1
29 220 1
29 253 1
29 266 1
29 323 1
30 4 1
30 10 1
30 14 1
30 78 1
30 226 1
30 264 1
30 331 1
30 334 1
31 69 1
31 103 1
31 124 1
31 126 1
31 176 1
31 211 1
31 261 1
31 285 1
31 333 1
32 4 1
32 71 1
32 232 1
32 249 1
32 275 1
33 1 1
33 126 1
33 130 1
33 241 1
33 256 1
33 303 1
33 321 1
34 2 1
34 18 1
34 31 1
34 86 1
34 97 1
34 102 1
34 106 1
34 140 1
34 201 1
34 205 1
34 212 1
34 217 1
34 267 1
34 328 1
35 66 1
35 171 1
35 178 1
35 184 1
35 279 1
36 21 1
36 84 1
36 98 1
36 102 1
36 138 1
36 148 1
36 163 1
36 229 1
36 247 1
36 283 1
37 10 1
37 56 1
37 209 1
37 210 1
37 230 1
37 275 1
37 301 1
37 333 1
38 55 1
38 91 1
38 103 1
38 127 1
38 208 1
38 250 1
39 10 1
39 67 1
39 83 1
39 142 1
39 172 1
39 177 1
39 182 1
39 188 1
39 225 1
39 242 1
39 255 1
39 268 1
40 72 1
40 135 1
40 249 1
40 286 1
40 318 1
40 334 1
41 20 1
41 27 1
41 107 1
41 119 1
41 142 1
41 152 1
41 168 1
41 208 1
41 231 1
41 246 1
41 326 1
42 13 1
42 52 1
42 133 1
42 218 1
42 236 1
42 279 1
43 68 1
43 137 1
43 195 1
43 302 1
43 316 1
43 339 1
44 17 1
44 37 1
44 72 1
44 94 1
44 151 1
44 196 1
44 304 1
45 33 1
45 67 1
45 97 1
45 124 1
45 240 1
45 279 1
46 19 1
46 50 1
46 124 1
46 162 1
46 174 1
46 228 1
46 259 1
46 298 1
46 327 1
47 67 1
48 31 1
48 157 1
48 206 1
48 227 1
48 271 1
48 316 1
49 20 1
49 176 1
49 192 1
49 276 1
49 320 1
49 323 1
50 103 1
50 104 1
50 128 1
50 132 1
50 166 1
51 116 1
51 180 1
51 189 1
51 200 1
51 273 1
51 294 1
52 12 1
52 16 1
52 60 1
52 90 1
52 107 1
52 156 1
52 306 1
53 7 1
53 166 1
53 197 1
53 215 1
53 238 1
53 242 1
53 243 1
53 282 1
54 64 1
54 122 1
54 138 1
54 142 1
54 143 1
54 159 1
54 194 1
54 225 1
55 20 1
55 141 1
55 238 1
55 319 1
55 328 1
56 43 1
56 96 1
56 99 1
56 121 1
56 156 1
56 179 1
56 232 1
56 291 1
56 321 1
57 6 1
57 68 1
57 94 1
57 101 1
57 114 1
57 157 1
58 56 1
58 78 1
58 79 1
58 111 1
58 146 1
58 186 1
58 258 1
58 263 1
58 275 1
59 289 1
59 313 1
59 335 1
60 9 1
60 33 1
60 46 1
60 80 1
60 126 1
60 167 1
60 173 1
60 251 1
61 128 1
61 207 1
61 303 1
61 315 1
62 0 1
62 15 1
62 29 1
62 80 1
62 83 1
62 156 1
62 176 1
62 178 1
62 210 1
62 218 1
62 219 1
62 240 1
62 248 1
62 274 1
62 316 1
63 41 1
63 127 1
63 158 1
63 161 1
63 256 1
63 263 1
63 319 1
63 325 1
63 332 1
64 1 1
64 27 1
64 112 1
64 272 1
64 291 1
64 298 1
64 320 1
64 322 1
65 26 1
65 32 1
65 52 1
65 63 1
65 307 1
65 311 1
66 98 1
66 139 1
66 144 1
66 176 1
66 186 1
66 192 1
66 249 1
66 251 1
66 272 1
67 40 1
67 46 1
67 48 1
67 61 1
67 81 1
67 107 1
67 188 1
67 189 1
67 210 1
67 302 1
67 338 1
68 5 1
68 25 1
68 65 1
68 92 1
68 124 1
68 144 1
68 262 1
68 265 1
68 302 1
69 17 1
69 50 1
69 74 1
69 92 1
69 163 1
69 184 1
69 255 1
69 279 1
69 311 1
69 321 1
69 339 1
70 11 1
70 14 1
70 24 1
70 69 1
70 108 1
70 133 1
70 272 1
70 312 1
70 333 1
71 19 1
71 123 1
71 153 1
71 235 1
71 277 1
72 17 1
72 81 1
72 98 1
72 125 1
72 151 1
72 244 1
72 258 1
72 296 1
72 327 1
73 98 1
73 124 1
73 193 1
73 227 1
73 230 1
73 265 1
73 313 1
74 18 1
74 21 1
74 34 1
74 110 1
74 163 1
74 167 1
74 270 1
74 304 1
75 28 1
75 54 1
75 122 1
75 240 1
75 241 1
76 48 1
76 92 1
76 98 1
76 175 1
76 246 1
76 263 1
76 269 1
77 138 1
77 144 1
77 197 1
77 240 1
77 271 1
77 286 1
78 3 1
78 11 1
78 54 1
78 63 1
78 112 1
78 223 1
78 225 1
78 276 1
78 277 1
78 296 1
78 318 1
78 320 1
79 22 1
79 142 1
79 168 1
79 179 1
79 200 1
79 216 1
79 280 1
79 299 1
79 334 1
80 7 1
80 35 1
80 42 1
80 111 1
80 152 1
80 209 1
80 219 1
80 222 1
80 229 1
80 256 1
80 305 1
81 62 1
81 85 1
81 158 1
81 163 1
81 172 1
81 238 1
81 239 1
81 298 1
82 13 1
82 51 1
82 137 1
82 142 1
82 167 1
82 218 1
82 222 1
82 273 1
82 289 1
83 27 1
83 38 1
83 58 1
83 66 1
83 77 1
83 127 1
83 175 1
83 177 1
83 255 1
83 277 1
83 313 1
83 318 1
83 335 1
84 7 1
84 10 1
84 15 1
84 65 1
84 132 1
84 166 1
84 217 1
84 335 1
85 4 1
85 33 1
85 129 1
85 155 1
85 172 1
85 189 1
85 218 1
86 20 1
86 108 1
86 114 1
86 123 1
86 131 1
86 190 1
86 227 1
86 242 1
86 244 1
86 268 1
86 293 1
86 320 1
86 322 1
87 42 1
87 82 1
87 207 1
87 212 1
87 334 1
88 48 1
88 58 1
88 114 1
88 186 1
88 211 1
88 221 1
88 259 1
88 285 1
88 329 1
89 97 1
89 148 1
89 181 1
89 326 1
90 27 1
90 74 1
90 115 1
90 178 1
90 205 1
90 218 1
90 256 1
90 270 1
91 22 1
91 36 1
91 184 1
91 199 1
91 220 1
91 284 1
91 296 1
91 302 1
91 329 1
91 332 1
92 164 1
92 181 1
92 214 1
92 225 1
92 234 1
92 239 1
92 253 1
92 280 1
92 317 1
92 318 1
93 9 1
93 186 1
93 290 1
93 330 1
94 8 1
94 81 1
94 108 1
94 149 1
94 173 1
94 277 1
95 56 1
95 189 1
95 254 1
95 285 1
96 62 1
96 86 1
96 91 1
96 228 1
96 303 1
97 36 1
97 103 1
97 120 1
97 189 1
97 311 1
97 329 1
98 4 1
98 10 1
98 21 1
98 23 1
98 63 1
98 75 1
98 86 1
98 123 1
98 263 1
98 284 1
98 289 1
98 322 1
98 325 1
99 110 1
99 114 1
99 118 1
99 178 1
99 216 1
99 226 1
99 262 1
99 296 1
99 301 1
100 16 1
101 36 1
101 75 1
101 89 1
101 190 1
101 289 1
101 324 1
101 329 1
102 30 1
102 45 1
102 55 1
102 66 1
102 91 1
102 128 1
102 133 1
102 306 1
103 66 1
103 125 1
103 129 1
103 152 1
103 162 1
103 203 1
103 207 1
103 218 1
104 27 1
104 201 1
104 226 1
104 260 1
104 319 1
105 35 1
105 62 1
105 156 1
105 192 1
105 231 1
105 296 1
105 309 1
106 19 1
106 53 1
106 82 1
106 84 1
106 86 1
106 202 1
106 216 1
106 276 1
107 56 1
107 137 1
107 141 1
107 148 1
107 170 1
107 246 1
107 295 1
107 329 1
108 3 1
108 4 1
108 49 1
108 154 1
108 175 1
108 236 1
108 284 1
108 288 1
109 123 1
109 198 1
109 293 1
109 306 1
110 29 1
110 40 1
110 62 1
110 96 1
110 162 1
110 167 1
110 240 1
110 292 1
110 303 1
110 313 1
110 335 1
111 24 1
111 54 1
111 115 1
111 156 1
111 201 1
111 209 1
112 95 1
112 151 1
112 166 1
112 254 1
112 291 1
112 293 1
112 297 1
113 62 1
113 276 1
114 15 1
114 41 1
114 70 1
114 149 1
114 198 1
114 243 1
114 248 1
114 254 1
114 263 1
114 266 1
114 307 1
114 312 1
115 30 1
115 49 1
115 187 1
115 271 1
115 315 1
116 6 1
116 82 1
116 148 1
116 165 1
116 322 1
117 87 1
117 281 1
117 339 1
118 62 1
118 112 1
118 157 1
118 266 1
118 268 1
118 299 1
119 33 1
119 136 1
119 138 1
119 144 1
119 181 1
119 265 1
119 275 1
120 4 1
120 7 1
120 269 1
120 274 1
120 296 1
120 318 1
121 11 1
121 12 1
121 18 1
121 124 1
121 146 1
121 194 1
121 195 1
121 224 1
121 228 1
122 6 1
122 25 1
122 102 1
122 107 1
122 148 1
122 159 1
122 174 1
122 222 1
122 230 1
123 44 1
123 89 1
123 92 1
123 94 1
123 130 1
123 244 1
123 250 1
124 35 1
124 62 1
124 74 1
124 114 1
124 156 1
124 187 1
124 220 1
124 224 1
124 302 1
124 325 1
124 327 1
125 5 1
125 23 1
125 37 1
125 44 1
125 49 1
125 52 1
125 194 1
126 5 1
126 34 1
126 68 1
126 116 1
126 125 1
126 154 1
126 168 1
126 244 1
126 274 1
126 291 1
126 304 1
127 28 1
127 51 1
127 191 1
127 288 1
127 298 1
128 70 1
128 90 1
128 127 1
128 181 1
128 253 1
128 273 1
128 277 1
128 297 1
129 76 1
129 81 1
129 142 1
129 250 1
129 273 1
129 274 1
130 69 1
130 220 1
130 336 1
131 41 1
131 108 1
131 178 1
131 312 1
132 22 1
132 94 1
132 131 1
132 195 1
132 207 1
132 232 1
132 276 1
132 305 1
133 145 1
133 163 1
133 204 1
133 254 1
133 301 1
133 305 1
134 19 1
134 91 1
134 234 1
134 269 1
134 299 1
135 2 1
135 23 1
135 39 1
135 58 1
135 60 1
135 90 1
135 196 1
135 248 1
135 253 1
135 258 1
135 275 1
136 45 1
136 76 1
136 85 1
136 105 1
136 156 1
136 168 1
136 302 1
136 324 1
137 39 1
137 120 1
137 147 1
137 184 1
137 219 1
137 221 1
137 278 1
137 297 1
137 298 1
138 27 1
138 34 1
138 39 1
138 53 1
138 61 1
138 67 1
138 123 1
138 247 1
138 323 1
139 8 1
139 13 1
139 36 1
139 179 1
139 226 1
139 228 1
139 339 1
140 216 1
141 57 1
141 86 1
141 88 1
141 90 1
141 106 1
141 167 1
141 248 1
141 321 1
141 324 1
141 335 1
142 15 1
142 50 1
142 87 1
142 88 1
142 105 1
142 110 1
142 139 1
142 205 1
142 212 1
142 277 1
142 288 1
143 81 1
143 206 1
144 22 1
144 42 1
144 58 1
144 83 1
144 90 1
144 117 1
144 126 1
144 282 1
144 288 1
144 294 1
145 8 1
145 163 1
145 249 1
145 281 1
145 316 1
145 325 1
145 334 1
146 45 1
146 74 1
146 97 1
146 109 1
146 111 1
146 114 1
146 154 1
146 155 1
146 271 1
146 281 1
146 308 1
146 332 1
147 6 1
147 16 1
147 30 1
147 40 1
147 46 1
147 119 1
147 128 1
147 288 1
147 328 1
148 37 1
148 40 1
148 59 1
148 64 1
148 95 1
148 192 1
148 229 1
148 232 1
148 239 1
148 258 1
148 330 1
148 339 1
149 133 1
149 183 1
149 213 1
149 302 1
149 315 1
149 316 1
149 335 1
150 31 1
150 109 1
150 329 1
151 12 1
151 18 1
151 39 1
151 60 1
151 201 1
151 258 1
151 325 1
152 7 1
152 58 1
152 88 1
152 144 1
152 202 1
152 234 1
152 281 1
152 309 1
153 39 1
153 136 1
153 158 1
153 258 1
153 260 1
154 60 1
154 69 1
154 103 1
154 239 1
154 241 1
154 299 1
155 66 1
155 117 1
155 147 1
155 242 1
155 287 1
156 84 1
156 98 1
156 118 1
156 126 1
156 128 1
156 149 1
156 155 1
156 159 1
156 204 1
156 237 1
156 251 1
156 303 1
156 321 1
156 334 1
157 181 1
157 195 1
157 200 1
157 210 1
157 216 1
157 234 1
157 257 1
157 317 1
157 335 1
158 15 1
158 22 1
158 98 1
158 202 1
158 227 1
158 330 1
159 42 1
159 64 1
159 78 1
159 82 1
159 88 1
159 90 1
159 129 1
159 204 1
159 208 1
159 222 1
159 303 1
160 62 1
160 111 1
160 144 1
160 147 1
160 159 1
160 178 1
160 208 1
160 264 1
161 87 1
161 124 1
161 155 1
161 211 1
161 213 1
161 315 1
162 5 1
162 19 1
162 30 1
162 145 1
162 169 1
162 184 1
162 233 1
162 271 1
162 328 1
162 339 1
163 16 1
163 64 1
163 79 1
163 86 1
163 121 1
163 158 1
163 213 1
163 221 1
163 315 1
164 6 1
164 86 1
164 99 1
164 193 1
164 195 1
164 225 1
164 293 1
164 304 1
165 50 1
165 146 1
165 156 1
165 160 1
165 329 1
166 22 1
166 40 1
166 72 1
166 86 1
166 121 1
166 240 1
166 255 1
166 275 1
167 34 1
167 57 1
167 116 1
167 119 1
167 132 1
167 135 1
167 147 1
167 188 1
167 215 1
167 264 1
167 269 1
167 298 1
167 306 1
167 307 1
167 335 1
168 54 1
168 110 1
168 179 1
168 240 1
168 319 1
169 16 1
169 24 1
169 76 1
169 229 1
169 300 1
169 313 1
170 22 1
170 125 1
170 146 1
170 307 1
171 124 1
171 152 1
171 235 1
171 243 1
171 307 1
171 313 1
171 338 1
172 33 1
172 148 1
172 273 1
172 318 1
172 330 1
173 14 1
173 22 1
173 62 1
173 66 1
173 119 1
173 145 1
173 160 1
173 236 1
173 263 1
174 25 1
174 78 1
174 91 1
174 116 1
174 224 1
174 251 1
174 275 1
174 339 1
175 2 1
175 38 1
175 73 1
175 104 1
175 201 1
175 226 1
175 246 1
175 285 1
176 0 1
176 15 1
176 41 1
176 57 1
176 181 1
176 185 1
176 275 1
177 92 1
177 183 1
177 322 1
178 69 1
178 120 1
178 180 1
178 271 1
178 323 1
178 325 1
179 126 1
179 149 1
179 166 1
179 204 1
179 276 1
179 326 1
179 335 1
179 337 1
180 9 1
180 21 1
180 125 1
180 165 1
180 167 1
180 183 1
180 281 1
180 331 1
181 22 1
181 26 1
181 34 1
181 36 1
181 74 1
181 84 1
181 98 1
181 148 1
181 188 1
181 260 1
181 269 1
182 77 1
182 91 1
182 137 1
182 158 1
182 253 1
182 273 1
183 10 1
183 20 1
183 31 1
183 129 1
183 135 1
183 156 1
183 161 1
183 176 1
183 248 1
183 267 1
183 302 1
184 14 1
184 79 1
184 82 1
184 142 1
184 193 1
184 249 1
184 260 1
184 277 1
184 289 1
184 298 1
184 305 1
185 60 1
185 80 1
185 88 1
185 258 1
185 265 1
185 280 1
186 78 1
186 112 1
186 130 1
186 163 1
186 200 1
186 236 1
187 70 1
187 214 1
187 337 1
188 69 1
188 85 1
188 101 1
188 182 1
188 183 1
188 189 1
188 211 1
188 237 1
188 245 1
188 261 1
188 297 1
189 112 1
189 156 1
189 174 1
189 191 1
189 205 1
189 212 1
189 217 1
189 223 1
189 224 1
190 28 1
190 48 1
190 68 1
190 78 1
190 105 1
190 162 1
190 168 1
190 297 1
190 327 1
191 8 1
191 62 1
191 213 1
191 229 1
191 277 1
191 293 1
192 52 1
192 79 1
192 129 1
192 146 1
192 160 1
192 247 1
193 10 1
193 162 1
193 191 1
193 200 1
193 205 1
193 251 1
193 275 1
193 306 1
194 29 1
194 67 1
194 83 1
194 131 1
194 144 1
194 243 1
194 284 1
194 332 1
195 41 1
195 70 1
195 81 1
195 170 1
195 196 1
195 315 1
196 14 1
196 38 1
196 54 1
196 230 1
196 245 1
196 270 1
196 314 1
197 34 1
197 39 1
197 96 1
197 201 1
197 287 1
197 330 1
198 70 1
198 83 1
198 133 1
198 137 1
198 142 1
198 187 1
198 218 1
198 259 1
198 273 1
198 277 1
199 73 1
199 99 1
200 8 1
200 19 1
200 28 1
200 31 1
200 99 1
200 126 1
200 220 1
200 294 1
200 324 1
201 46 1
201 47 1
201 71 1
201 110 1
201 153 1
201 174 1
201 217 1
201 247 1
201 290 1
202 162 1
202 164 1
202 283 1
202 303 1
202 324 1
203 194 1
203 265 1
203 279 1
204 1 1
204 38 1
204 41 1
204 77 1
204 85 1
204 86 1
204 114 1
204 172 1
204 333 1
204 339 1
205 5 1
205 25 1
205 29 1
205 41 1
205 53 1
205 74 1
205 180 1
205 258 1
