vi vj e
0 14 1
0 16 1
0 20 1
0 21 1
0 24 1
0 31 1
0 37 1
1 5 1
1 7 1
1 10 1
1 14 1
1 19 1
1 22 1
1 34 1
1 36 1
1 42 1
2 4 1
2 21 1
2 24 1
2 49 1
3 6 1
4 1 1
4 8 1
4 12 1
4 24 1
4 31 1
4 33 1
4 35 1
4 43 1
5 15 1
5 21 1
5 28 1
5 38 1
5 48 1
6 1 1
6 10 1
6 14 1
6 17 1
6 37 1
6 49 1
7 26 1
7 40 1
7 44 1
8 3 1
8 15 1
8 29 1
8 34 1
8 36 1
8 46 1
9 25 1
10 4 1
10 8 1
10 11 1
10 26 1
10 38 1
11 22 1
11 30 1
11 33 1
11 38 1
11 39 1
11 43 1
11 46 1
12 1 1
12 2 1
12 19 1
12 35 1
12 40 1
12 41 1
13 21 1
13 30 1
13 32 1
13 36 1
14 4 1
14 11 1
14 12 1
14 20 1
14 26 1
14 34 1
14 37 1
14 44 1
14 49 1
15 0 1
15 19 1
15 24 1
15 25 1
15 28 1
15 45 1
16 6 1
16 31 1
16 42 1
16 43 1
17 5 1
17 23 1
17 35 1
17 41 1
18 14 1
18 32 1
18 44 1
18 48 1
19 0 1
19 8 1
19 10 1
19 26 1
19 39 1
19 44 1
19 45 1
20 4 1
20 22 1
20 26 1
21 1 1
21 4 1
21 8 1
21 17 1
21 19 1
21 20 1
21 26 1
21 32 1
21 34 1
21 45 1
22 5 1
22 10 1
22 18 1
22 24 1
22 32 1
22 39 1
22 40 1
22 48 1
23 12 1
23 14 1
23 39 1
23 42 1
24 5 1
24 6 1
24 11 1
24 16 1
24 21 1
24 27 1
24 32 1
25 0 1
25 5 1
25 31 1
25 38 1
26 6 1
26 11 1
26 12 1
26 22 1
26 28 1
26 31 1
26 34 1
26 44 1
27 14 1
27 15 1
27 33 1
27 34 1
28 1 1
28 22 1
28 35 1
28 44 1
29 2 1
29 18 1
30 14 1
30 17 1
30 41 1
31 13 1
31 18 1
31 23 1
31 24 1
31 27 1
31 37 1
31 38 1
32 26 1
32 27 1
32 39 1
32 47 1
32 48 1
33 1 1
33 15 1
33 26 1
33 34 1
33 37 1
33 40 1
34 16 1
34 19 1
34 22 1
34 31 1
34 41 1
34 43 1
34 44 1
34 46 1
35 7 1
35 30 1
35 36 1
35 37 1
35 39 1
36 4 1
36 6 1
36 28 1
36 40 1
36 45 1
36 46 1
37 13 1
37 19 1
37 21 1
37 22 1
37 23 1
37 36 1
37 45 1
38 6 1
38 7 1
38 15 1
38 23 1
38 27 1
38 37 1
38 41 1
38 45 1
39 0 1
39 2 1
39 29 1
39 31 1
39 33 1
39 49 1
40 4 1
40 14 1
40 16 1
40 21 1
40 34 1
40 43 1
40 48 1
41 1 1
41 4 1
41 8 1
41 19 1
41 21 1
42 0 1
42 10 1
42 17 1
42 22 1
43 13 1
43 25 1
43 36 1
43 44 1
43 45 1
44 1 1
44 2 1
44 11 1
44 12 1
44 15 1
44 38 1
44 42 1
44 46 1
45 0 1
45 1 1
45 8 1
45 9 1
45 11 1
45 25 1
45 33 1
45 40 1
46 13 1
46 21 1
46 24 1
46 35 1
46 45 1
47 38 1
48 0 1
48 14 1
48 21 1
48 33 1
48 38 1
49 11 1
49 12 1
49 18 1
49 40 1
