vi vj e
0 19 1
0 30 1
0 52 1
0 60 1
0 81 1
0 431 1
0 495 1
1 54 1
1 153 1
1 259 1
1 369 1
1 414 1
1 429 1
1 505 1
1 552 1
2 71 1
2 325 1
2 383 1
2 405 1
2 459 1
2 496 1
2 571 1
2 628 1
3 11 1
3 136 1
3 147 1
3 233 1
3 487 1
3 621 1
3 652 1
4 36 1
4 37 1
4 309 1
4 538 1
4 557 1
4 579 1
4 584 1
5 409 1
5 482 1
5 506 1
5 549 1
5 595 1
5 608 1
6 470 1
6 526 1
6 531 1
6 545 1
7 71 1
7 100 1
7 196 1
7 257 1
7 328 1
7 382 1
7 599 1
8 99 1
8 110 1
8 142 1
8 181 1
8 317 1
8 382 1
8 387 1
8 613 1
8 643 1
9 4 1
9 578 1
9 581 1
9 609 1
9 668 1
10 32 1
10 100 1
10 130 1
10 182 1
10 359 1
10 420 1
10 543 1
10 665 1
11 54 1
11 146 1
11 285 1
11 299 1
11 333 1
11 354 1
11 503 1
11 546 1
12 66 1
12 114 1
12 211 1
12 353 1
13 25 1
13 205 1
13 277 1
13 280 1
13 297 1
13 299 1
13 411 1
13 450 1
13 637 1
14 67 1
14 220 1
14 262 1
14 529 1
14 541 1
14 583 1
14 675 1
15 23 1
15 72 1
15 321 1
15 360 1
15 561 1
15 587 1
15 624 1
16 126 1
16 152 1
16 156 1
16 167 1
16 196 1
16 206 1
16 262 1
16 497 1
16 585 1
17 29 1
17 58 1
17 316 1
17 328 1
17 446 1
17 456 1
17 478 1
17 486 1
18 71 1
18 105 1
18 327 1
18 425 1
19 245 1
19 251 1
19 348 1
19 416 1
19 443 1
19 447 1
19 479 1
19 518 1
19 535 1
19 629 1
20 73 1
20 122 1
20 126 1
20 162 1
20 211 1
20 248 1
20 304 1
20 542 1
20 570 1
21 19 1
21 38 1
21 50 1
21 137 1
21 160 1
21 172 1
21 338 1
21 399 1
21 467 1
21 649 1
22 50 1
22 83 1
22 330 1
22 430 1
22 455 1
22 459 1
22 633 1
22 676 1
23 243 1
23 302 1
23 353 1
23 502 1
23 508 1
23 591 1
23 635 1
23 669 1
24 54 1
24 113 1
24 213 1
24 280 1
24 310 1
24 494 1
24 563 1
24 637 1
25 179 1
25 281 1
25 288 1
25 513 1
25 534 1
25 552 1
26 17 1
26 73 1
26 167 1
26 298 1
26 331 1
26 372 1
26 416 1
26 491 1
26 493 1
26 578 1
26 653 1
26 675 1
27 156 1
27 309 1
27 331 1
27 413 1
27 431 1
27 439 1
27 607 1
28 60 1
28 214 1
28 296 1
28 311 1
28 354 1
28 401 1
28 455 1
28 500 1
28 532 1
28 614 1
28 638 1
29 47 1
29 136 1
29 150 1
29 184 1
29 221 1
29 471 1
29 486 1
29 601 1
29 634 1
30 83 1
30 179 1
30 306 1
30 372 1
30 399 1
30 469 1
30 473 1
30 481 1
30 490 1
30 496 1
30 577 1
30 663 1
31 30 1
31 37 1
31 321 1
31 333 1
31 447 1
31 475 1
31 597 1
32 295 1
32 323 1
32 329 1
32 371 1
32 460 1
32 510 1
32 530 1
32 567 1
32 599 1
33 155 1
33 229 1
33 270 1
34 50 1
34 53 1
34 237 1
34 285 1
34 351 1
34 414 1
34 457 1
34 566 1
34 638 1
34 645 1
35 93 1
35 277 1
35 308 1
36 40 1
36 55 1
36 266 1
36 386 1
36 433 1
36 446 1
36 473 1
36 521 1
37 144 1
37 265 1
37 286 1
37 493 1
37 538 1
37 554 1
37 571 1
37 586 1
37 619 1
37 641 1
38 50 1
38 211 1
38 276 1
38 332 1
38 462 1
38 563 1
38 572 1
39 4 1
39 135 1
39 154 1
39 225 1
39 240 1
39 280 1
39 389 1
39 437 1
39 637 1
39 667 1
40 60 1
40 75 1
40 84 1
40 202 1
40 234 1
40 357 1
40 447 1
40 529 1
40 574 1
