vi vj e
0 68 1
0 230 1
0 232 1
0 238 1
1 30 1
1 42 1
1 77 1
1 147 1
2 37 1
2 41 1
2 59 1
2 83 1
2 106 1
2 125 1
2 127 1
2 155 1
3 36 1
3 113 1
3 207 1
3 245 1
4 121 1
4 140 1
5 115 1
5 199 1
5 214 1
6 91 1
6 110 1
6 239 1
7 19 1
7 23 1
7 25 1
7 69 1
7 118 1
7 127 1
8 117 1
8 136 1
8 145 1
8 237 1
8 246 1
9 2 1
9 17 1
9 24 1
9 40 1
9 135 1
9 161 1
9 187 1
9 193 1
9 199 1
9 201 1
9 224 1
9 243 1
9 249 1
10 27 1
10 78 1
10 87 1
10 144 1
10 239 1
10 253 1
11 22 1
11 133 1
11 218 1
12 1 1
12 138 1
12 189 1
12 246 1
13 21 1
13 31 1
13 41 1
13 102 1
13 182 1
14 7 1
14 72 1
14 75 1
14 78 1
14 155 1
14 233 1
14 256 1
15 55 1
15 144 1
15 192 1
15 200 1
16 48 1
16 51 1
16 54 1
16 109 1
16 119 1
16 185 1
16 234 1
16 245 1
17 24 1
17 52 1
17 142 1
17 144 1
17 176 1
17 192 1
17 242 1
18 41 1
18 77 1
18 114 1
18 250 1
19 54 1
19 157 1
19 197 1
20 5 1
20 7 1
20 16 1
20 32 1
20 46 1
20 138 1
20 157 1
20 211 1
21 20 1
21 59 1
21 141 1
21 150 1
21 230 1
21 240 1
22 46 1
22 122 1
22 181 1
22 197 1
22 235 1
23 33 1
23 37 1
23 47 1
23 57 1
23 66 1
23 67 1
23 182 1
23 205 1
23 257 1
24 52 1
24 86 1
24 134 1
24 159 1
24 230 1
24 254 1
25 18 1
25 40 1
25 149 1
26 20 1
26 48 1
26 107 1
26 140 1
26 144 1
26 166 1
27 69 1
27 80 1
27 206 1
27 212 1
27 238 1
28 39 1
28 80 1
28 126 1
28 158 1
28 202 1
29 12 1
29 21 1
29 52 1
29 60 1
29 90 1
29 110 1
29 183 1
29 220 1
30 31 1
30 118 1
30 135 1
30 166 1
30 198 1
31 28 1
31 63 1
31 137 1
31 163 1
31 254 1
31 260 1
32 93 1
32 125 1
33 12 1
33 48 1
33 58 1
33 59 1
33 135 1
33 205 1
33 234 1
33 264 1
34 35 1
34 169 1
34 218 1
34 221 1
34 226 1
35 8 1
35 170 1
35 200 1
35 261 1
35 262 1
36 137 1
36 144 1
36 171 1
36 173 1
36 181 1
36 237 1
36 262 1
37 67 1
37 84 1
37 85 1
37 129 1
37 212 1
38 0 1
38 13 1
38 16 1
38 43 1
38 83 1
38 118 1
38 173 1
38 210 1
39 82 1
39 106 1
39 209 1
39 227 1
39 252 1
40 22 1
40 86 1
40 118 1
40 231 1
40 234 1
40 241 1
41 0 1
41 9 1
41 57 1
41 83 1
41 166 1
41 186 1
41 203 1
41 247 1
41 264 1
42 62 1
42 198 1
42 203 1
43 34 1
43 86 1
43 98 1
43 138 1
43 230 1
44 9 1
44 126 1
44 153 1
44 204 1
45 9 1
45 27 1
45 53 1
45 123 1
45 174 1
46 3 1
46 52 1
46 149 1
46 194 1
46 240 1
47 12 1
47 105 1
47 196 1
47 256 1
48 52 1
48 65 1
48 125 1
48 130 1
48 146 1
48 150 1
48 191 1
48 197 1
48 263 1
49 45 1
49 102 1
49 144 1
50 8 1
50 152 1
50 220 1
51 47 1
51 102 1
51 146 1
51 181 1
51 190 1
52 31 1
52 44 1
52 67 1
52 116 1
52 173 1
52 182 1
52 253 1
53 75 1
53 86 1
53 94 1
53 115 1
53 129 1
53 167 1
53 201 1
53 221 1
54 126 1
54 162 1
54 164 1
54 212 1
55 60 1
55 118 1
55 185 1
56 69 1
56 140 1
56 144 1
56 167 1
56 210 1
57 7 1
57 74 1
57 104 1
57 164 1
57 253 1
58 13 1
58 223 1
58 226 1
59 11 1
59 118 1
59 132 1
59 240 1
60 52 1
60 90 1
60 120 1
60 152 1
60 194 1
60 248 1
61 67 1
61 70 1
61 92 1
61 172 1
61 234 1
61 243 1
62 65 1
62 113 1
62 123 1
63 38 1
63 53 1
63 71 1
63 103 1
63 117 1
63 177 1
63 231 1
63 232 1
64 53 1
64 62 1
64 231 1
65 8 1
65 33 1
65 69 1
65 114 1
65 206 1
65 227 1
66 22 1
66 27 1
66 35 1
66 257 1
67 26 1
67 45 1
67 84 1
67 193 1
67 242 1
67 256 1
68 80 1
68 139 1
68 156 1
68 206 1
69 8 1
69 46 1
69 131 1
69 163 1
69 165 1
69 251 1
70 33 1
70 42 1
70 60 1
70 115 1
70 165 1
71 29 1
71 38 1
71 123 1
71 203 1
71 253 1
72 19 1
72 114 1
72 205 1
72 209 1
72 222 1
73 23 1
73 112 1
73 113 1
73 162 1
73 197 1
73 241 1
73 250 1
74 26 1
74 49 1
74 80 1
74 138 1
74 143 1
74 196 1
74 198 1
74 205 1
75 5 1
75 40 1
75 174 1
75 186 1
76 91 1
76 120 1
76 196 1
76 259 1
77 7 1
77 9 1
77 20 1
77 102 1
77 115 1
77 211 1
77 221 1
77 235 1
77 255 1
78 81 1
78 107 1
78 258 1
79 63 1
79 89 1
79 135 1
79 238 1
79 241 1
80 2 1
80 9 1
80 20 1
80 41 1
80 83 1
80 116 1
80 118 1
80 133 1
80 219 1
80 238 1
81 29 1
81 256 1
82 100 1
82 193 1
82 252 1
82 263 1
83 14 1
83 65 1
83 121 1
83 164 1
83 191 1
83 193 1
83 258 1
84 76 1
84 87 1
84 94 1
84 152 1
84 259 1
85 20 1
85 92 1
85 94 1
85 128 1
86 17 1
86 26 1
86 125 1
86 176 1
86 258 1
87 37 1
87 138 1
87 177 1
87 196 1
87 204 1
87 231 1
88 129 1
89 9 1
89 27 1
89 176 1
89 212 1
89 260 1
90 72 1
90 133 1
90 140 1
90 168 1
90 188 1
90 248 1
91 14 1
91 23 1
91 39 1
91 122 1
91 143 1
91 147 1
92 15 1
92 16 1
92 69 1
92 171 1
92 177 1
93 23 1
93 136 1
93 185 1
93 202 1
93 257 1
94 10 1
94 41 1
94 49 1
94 120 1
94 129 1
94 192 1
95 211 1
96 1 1
96 154 1
97 16 1
97 98 1
97 221 1
98 4 1
98 70 1
98 92 1
98 221 1
98 243 1
99 9 1
99 82 1
99 142 1
100 123 1
100 210 1
100 239 1
101 125 1
101 147 1
101 264 1
102 40 1
102 79 1
102 105 1
102 119 1
102 156 1
102 224 1
103 67 1
103 117 1
103 234 1
103 264 1
104 30 1
104 49 1
104 140 1
104 142 1
104 200 1
105 9 1
